"index","mc","mcblue","mclds","ismc1","ismcblue1","ismclds1","ismc2","ismcblue2","ismclds2","mismc","mismcstoc","mismclds"
"2146","0.000627","0.001065","0.000010","0.000409","0.000143","0.000037","0.001128","0.000602","0.000010","0.000108","0.000013","0.000961",
"2147","0.000635","0.001074","0.000017","0.000429","0.000161","0.000024","0.001128","0.000578","0.000014","0.000104","0.000016","0.000965",
"2148","0.000620","0.001053","0.000010","0.000432","0.000157","0.000042","0.001127","0.000553","0.000012","0.000103","0.000010","0.000987",
"2149","0.000626","0.001056","0.000016","0.000415","0.000151","0.000039","0.001130","0.000548","0.000018","0.000105","0.000010","0.000989",
"2150","0.000644","0.001067","0.000010","0.000403","0.000151","0.000030","0.001134","0.000557","0.000015","0.000099","0.000010","0.000984",
"2151","0.000638","0.001011","0.000010","0.000421","0.000166","0.000043","0.001133","0.000574","0.000010","0.000101","0.000010","0.000963",
"2152","0.000657","0.000996","0.000016","0.000427","0.000177","0.000036","0.001146","0.000595","0.000028","0.000106","0.000017","0.000948",
"2153","0.000666","0.000982","0.000012","0.000421","0.000168","0.000036","0.001161","0.000603","0.000010","0.000108","0.000015","0.000952",
"2154","0.000693","0.001005","0.000013","0.000420","0.000190","0.000033","0.001146","0.000599","0.000010","0.000111","0.000014","0.000972",
"2155","0.000673","0.001009","0.000017","0.000393","0.000184","0.000020","0.001125","0.000620","0.000016","0.000117","0.000010","0.000973",
"2156","0.000693","0.000996","0.000010","0.000418","0.000178","0.000031","0.001106","0.000613","0.000010","0.000109","0.000010","0.000961",
"2157","0.000684","0.000990","0.000012","0.000399","0.000172","0.000033","0.001099","0.000608","0.000029","0.000113","0.000010","0.000972",
"2158","0.000670","0.001008","0.000010","0.000391","0.000153","0.000033","0.001115","0.000596","0.000012","0.000120","0.000011","0.000967",
"2159","0.000655","0.001036","0.000010","0.000397","0.000159","0.000030","0.001109","0.000591","0.000010","0.000122","0.000012","0.000957",
"2160","0.000668","0.001005","0.000015","0.000371","0.000140","0.000027","0.001107","0.000607","0.000024","0.000117","0.000010","0.000938",
"2161","0.000680","0.001005","0.000010","0.000363","0.000152","0.000034","0.001118","0.000624","0.000010","0.000124","0.000010","0.000934",
"2162","0.000665","0.000977","0.000014","0.000359","0.000154","0.000023","0.001104","0.000607","0.000020","0.000130","0.000010","0.000951",
"2163","0.000652","0.000987","0.000011","0.000375","0.000150","0.000026","0.001092","0.000603","0.000024","0.000131","0.000010","0.000939",
"2164","0.000633","0.000990","0.000010","0.000370","0.000148","0.000034","0.001061","0.000602","0.000010","0.000138","0.000010","0.000926",
"2165","0.000624","0.000987","0.000015","0.000387","0.000157","0.000026","0.001076","0.000618","0.000031","0.000141","0.000011","0.000922",
"2166","0.000617","0.000995","0.000010","0.000377","0.000159","0.000021","0.001059","0.000586","0.000010","0.000144","0.000010","0.000918",
"2167","0.000612","0.001016","0.000010","0.000376","0.000153","0.000027","0.001076","0.000567","0.000010","0.000140","0.000010","0.000908",
"2168","0.000602","0.001018","0.000019","0.000366","0.000154","0.000023","0.001106","0.000589","0.000015","0.000136","0.000010","0.000906",
"2169","0.000632","0.001013","0.000010","0.000358","0.000160","0.000037","0.001105","0.000580","0.000013","0.000135","0.000010","0.000901",
"2170","0.000636","0.001027","0.000016","0.000355","0.000148","0.000046","0.001090","0.000569","0.000019","0.000140","0.000010","0.000890",
"2171","0.000626","0.001014","0.000010","0.000332","0.000128","0.000042","0.001089","0.000571","0.000010","0.000142","0.000010","0.000894",
"2172","0.000621","0.001022","0.000010","0.000321","0.000129","0.000048","0.001083","0.000581","0.000010","0.000152","0.000010","0.000887",
"2173","0.000638","0.001001","0.000016","0.000339","0.000144","0.000048","0.001083","0.000583","0.000022","0.000156","0.000011","0.000900",
"2174","0.000652","0.001022","0.000012","0.000345","0.000154","0.000061","0.001069","0.000593","0.000010","0.000157","0.000010","0.000902",
"2175","0.000628","0.001027","0.000015","0.000343","0.000161","0.000052","0.001067","0.000569","0.000010","0.000165","0.000012","0.000904",
"2176","0.000627","0.001032","0.000016","0.000330","0.000159","0.000047","0.001076","0.000582","0.000015","0.000163","0.000010","0.000909",
"2177","0.000633","0.001040","0.000010","0.000327","0.000149","0.000056","0.001074","0.000599","0.000010","0.000175","0.000010","0.000906",
"2178","0.000638","0.001088","0.000013","0.000316","0.000151","0.000049","0.001079","0.000600","0.000029","0.000164","0.000010","0.000887",
"2179","0.000626","0.001121","0.000010","0.000313","0.000156","0.000046","0.001077","0.000608","0.000012","0.000177","0.000010","0.000893",
"2180","0.000638","0.001112","0.000010","0.000308","0.000136","0.000055","0.001088","0.000602","0.000010","0.000172","0.000012","0.000893",
"2181","0.000633","0.001101","0.000017","0.000325","0.000141","0.000050","0.001093","0.000593","0.000020","0.000170","0.000018","0.000877",
"2182","0.000674","0.001090","0.000010","0.000314","0.000122","0.000055","0.001073","0.000597","0.000010","0.000178","0.000010","0.000903",
"2183","0.000679","0.001076","0.000016","0.000306","0.000117","0.000045","0.001108","0.000575","0.000023","0.000187","0.000010","0.000934",
"2184","0.000645","0.001071","0.000011","0.000297","0.000108","0.000043","0.001091","0.000581","0.000021","0.000194","0.000010","0.000932",
"2185","0.000644","0.001063","0.000010","0.000328","0.000103","0.000055","0.001094","0.000573","0.000010","0.000210","0.000010","0.000934",
"2186","0.000627","0.001072","0.000017","0.000330","0.000090","0.000044","0.001103","0.000564","0.000031","0.000213","0.000010","0.000909",
"2187","0.000646","0.001060","0.000012","0.000338","0.000090","0.000042","0.001093","0.000563","0.000010","0.000210","0.000010","0.000917",
"2188","0.000667","0.001050","0.000012","0.000344","0.000089","0.000039","0.001109","0.000555","0.000010","0.000204","0.000010","0.000910",
"2189","0.000709","0.001046","0.000019","0.000336","0.000107","0.000033","0.001118","0.000559","0.000017","0.000200","0.000010","0.000886",
"2190","0.000688","0.001046","0.000010","0.000343","0.000109","0.000040","0.001119","0.000570","0.000010","0.000193","0.000010","0.000886",
"2191","0.000727","0.001042","0.000013","0.000335","0.000096","0.000048","0.001112","0.000560","0.000027","0.000181","0.000010","0.000885",
"2192","0.000733","0.001036","0.000010","0.000332","0.000078","0.000040","0.001123","0.000562","0.000012","0.000185","0.000010","0.000896",
"2193","0.000717","0.001038","0.000010","0.000340","0.000056","0.000041","0.001119","0.000559","0.000010","0.000183","0.000010","0.000900",
"2194","0.000702","0.001041","0.000015","0.000370","0.000051","0.000038","0.001117","0.000552","0.000022","0.000189","0.000016","0.000898",
"2195","0.000671","0.001011","0.000010","0.000375","0.000071","0.000038","0.001115","0.000553","0.000010","0.000184","0.000010","0.000906",
"2196","0.000655","0.001021","0.000014","0.000384","0.000080","0.000024","0.001152","0.000559","0.000014","0.000178","0.000010","0.000914",
"2197","0.000659","0.001055","0.000012","0.000387","0.000086","0.000021","0.001126","0.000545","0.000019","0.000178","0.000010","0.000940",
"2198","0.000658","0.001037","0.000010","0.000384","0.000095","0.000024","0.001126","0.000553","0.000010","0.000185","0.000010","0.000959",
"2199","0.000643","0.001048","0.000013","0.000403","0.000080","0.000012","0.001127","0.000552","0.000029","0.000181","0.000013","0.000970",
"2200","0.000621","0.001017","0.000010","0.000392","0.000098","0.000010","0.001140","0.000560","0.000010","0.000179","0.000010","0.000976",
"2201","0.000624","0.001005","0.000010","0.000390","0.000091","0.000014","0.001111","0.000582","0.000010","0.000183","0.000010","0.000991",
"2202","0.000603","0.000961","0.000017","0.000384","0.000107","0.000010","0.001116","0.000577","0.000015","0.000196","0.000010","0.000990",
"2203","0.000564","0.000958","0.000010","0.000368","0.000110","0.000020","0.001102","0.000586","0.000013","0.000196","0.000010","0.000979",
"2204","0.000556","0.000944","0.000015","0.000377","0.000128","0.000022","0.001099","0.000587","0.000018","0.000204","0.000010","0.000997",
"2205","0.000558","0.000930","0.000010","0.000387","0.000126","0.000021","0.001082","0.000586","0.000013","0.000197","0.000010","0.000992",
"2206","0.000591","0.000912","0.000010","0.000396","0.000118","0.000031","0.001080","0.000594","0.000010","0.000195","0.000010","0.000956",
"2207","0.000577","0.000921","0.000016","0.000399","0.000118","0.000026","0.001071","0.000609","0.000026","0.000183","0.000012","0.000972",
"2208","0.000594","0.000932","0.000011","0.000425","0.000106","0.000035","0.001086","0.000597","0.000010","0.000181","0.000010","0.000990",
"2209","0.000594","0.000930","0.000013","0.000422","0.000109","0.000040","0.001102","0.000622","0.000010","0.000161","0.000013","0.000988",
"2210","0.000595","0.000913","0.000016","0.000418","0.000119","0.000035","0.001131","0.000634","0.000017","0.000157","0.000013","0.001001",
"2211","0.000568","0.000912","0.000010","0.000415","0.000101","0.000042","0.001141","0.000627","0.000010","0.000160","0.000010","0.001004",
"2212","0.000565","0.000912","0.000012","0.000419","0.000089","0.000038","0.001130","0.000617","0.000031","0.000145","0.000012","0.001006",
"2213","0.000575","0.000934","0.000010","0.000419","0.000069","0.000041","0.001128","0.000606","0.000014","0.000144","0.000010","0.000996",
"2214","0.000580","0.000930","0.000010","0.000411","0.000067","0.000047","0.001139","0.000609","0.000010","0.000147","0.000010","0.000991",
"2215","0.000572","0.000927","0.000015","0.000398","0.000066","0.000039","0.001146","0.000575","0.000023","0.000142","0.000015","0.001015",
"2216","0.000568","0.000912","0.000010","0.000380","0.000064","0.000045","0.001151","0.000544","0.000010","0.000135","0.000010","0.001006",
"2217","0.000609","0.000956","0.000015","0.000380","0.000081","0.000035","0.001156","0.000545","0.000023","0.000129","0.000012","0.000991",
"2218","0.000615","0.000956","0.000011","0.000375","0.000086","0.000040","0.001130","0.000568","0.000025","0.000122","0.000010","0.001001",
"2219","0.000600","0.000970","0.000010","0.000365","0.000071","0.000053","0.001145","0.000592","0.000010","0.000124","0.000010","0.000993",
"2220","0.000593","0.000985","0.000016","0.000369","0.000056","0.000041","0.001153","0.000586","0.000031","0.000116","0.000010","0.000977",
"2221","0.000574","0.001007","0.000011","0.000360","0.000067","0.000027","0.001138","0.000593","0.000010","0.000113","0.000010","0.000942",
"2222","0.000568","0.001029","0.000010","0.000379","0.000040","0.000029","0.001129","0.000568","0.000010","0.000111","0.000012","0.000965",
"2223","0.000562","0.001049","0.000019","0.000377","0.000022","0.000021","0.001134","0.000566","0.000015","0.000099","0.000011","0.000962",
"2224","0.000548","0.001068","0.000010","0.000383","0.000033","0.000031","0.001117","0.000571","0.000012","0.000106","0.000010","0.000963",
"2225","0.000548","0.001081","0.000015","0.000385","0.000045","0.000046","0.001122","0.000559","0.000022","0.000109","0.000010","0.000940",
"2226","0.000552","0.001088","0.000010","0.000387","0.000044","0.000041","0.001124","0.000566","0.000011","0.000120","0.000010","0.000964",
"2227","0.000555","0.001101","0.000010","0.000379","0.000028","0.000050","0.001159","0.000572","0.000010","0.000115","0.000010","0.000948",
"2228","0.000565","0.001098","0.000015","0.000365","0.000034","0.000047","0.001169","0.000593","0.000022","0.000112","0.000014","0.000944",
"2229","0.000568","0.001083","0.000010","0.000361","0.000035","0.000061","0.001196","0.000586","0.000010","0.000110","0.000010","0.000950",
"2230","0.000606","0.001102","0.000014","0.000364","0.000045","0.000049","0.001178","0.000586","0.000010","0.000112","0.000010","0.000954",
"2231","0.000610","0.001120","0.000014","0.000349","0.000026","0.000050","0.001160","0.000583","0.000017","0.000121","0.000010","0.000935",
"2232","0.000608","0.001117","0.000010","0.000352","0.000029","0.000053","0.001162","0.000603","0.000010","0.000115","0.000010","0.000920",
"2233","0.000584","0.001108","0.000013","0.000351","0.000020","0.000048","0.001178","0.000601","0.000029","0.000112","0.000010","0.000918",
"2234","0.000622","0.001109","0.000010","0.000325","0.000010","0.000045","0.001170","0.000601","0.000011","0.000111","0.000010","0.000920",
"2235","0.000625","0.001141","0.000010","0.000322","0.000011","0.000053","0.001172","0.000630","0.000010","0.000115","0.000010","0.000932",
"2236","0.000643","0.001157","0.000016","0.000337","0.000024","0.000040","0.001167","0.000639","0.000019","0.000112","0.000010","0.000936",
"2237","0.000657","0.001168","0.000010","0.000322","0.000023","0.000048","0.001172","0.000647","0.000010","0.000107","0.000010","0.000941",
"2238","0.000657","0.001175","0.000015","0.000334","0.000027","0.000046","0.001158","0.000653","0.000024","0.000109","0.000010","0.000913",
"2239","0.000624","0.001169","0.000010","0.000327","0.000027","0.000044","0.001187","0.000662","0.000020","0.000106","0.000010","0.000903",
"2240","0.000638","0.001180","0.000010","0.000310","0.000026","0.000056","0.001201","0.000637","0.000010","0.000103","0.000010","0.000898",
"2241","0.000655","0.001171","0.000017","0.000331","0.000027","0.000046","0.001172","0.000628","0.000031","0.000085","0.000013","0.000903",
"2242","0.000666","0.001149","0.000012","0.000332","0.000031","0.000043","0.001171","0.000639","0.000010","0.000081","0.000010","0.000917",
"2243","0.000673","0.001173","0.000012","0.000329","0.000026","0.000041","0.001174","0.000643","0.000010","0.000076","0.000010","0.000926",
"2244","0.000676","0.001193","0.000018","0.000314","0.000013","0.000033","0.001167","0.000604","0.000018","0.000076","0.000010","0.000928",
"2245","0.000661","0.001192","0.000010","0.000307","0.000010","0.000039","0.001180","0.000596","0.000010","0.000071","0.000010","0.000933",
"2246","0.000670","0.001207","0.000012","0.000301","0.000012","0.000045","0.001180","0.000611","0.000030","0.000083","0.000010","0.000933",
"2247","0.000635","0.001217","0.000010","0.000289","0.000010","0.000044","0.001180","0.000599","0.000014","0.000087","0.000010","0.000925",
"2248","0.000625","0.001217","0.000010","0.000298","0.000015","0.000040","0.001183","0.000578","0.000010","0.000086","0.000010","0.000932",
"2249","0.000620","0.001204","0.000015","0.000320","0.000017","0.000034","0.001204","0.000565","0.000025","0.000081","0.000011","0.000936",
"2250","0.000647","0.001213","0.000010","0.000313","0.000030","0.000034","0.001210","0.000553","0.000010","0.000081","0.000010","0.000939",
"2251","0.000668","0.001220","0.000014","0.000301","0.000010","0.000027","0.001218","0.000562","0.000020","0.000079","0.000014","0.000925",
"2252","0.000662","0.001258","0.000011","0.000313","0.000010","0.000032","0.001234","0.000555","0.000024","0.000076","0.000013","0.000909",
"2253","0.000669","0.001277","0.000010","0.000302","0.000010","0.000040","0.001234","0.000563","0.000010","0.000073","0.000010","0.000906",
"2254","0.000661","0.001279","0.000014","0.000282","0.000010","0.000029","0.001230","0.000577","0.000031","0.000067","0.000010","0.000894",
"2255","0.000670","0.001292","0.000010","0.000273","0.000010","0.000026","0.001219","0.000568","0.000010","0.000064","0.000010","0.000906",
"2256","0.000689","0.001293","0.000010","0.000249","0.000010","0.000031","0.001220","0.000594","0.000010","0.000063","0.000010","0.000907",
"2257","0.000668","0.001298","0.000018","0.000259","0.000010","0.000023","0.001219","0.000603","0.000016","0.000072","0.000012","0.000911",
"2258","0.000659","0.001294","0.000010","0.000266","0.000010","0.000035","0.001250","0.000604","0.000011","0.000070","0.000010","0.000909",
"2259","0.000643","0.001282","0.000015","0.000245","0.000010","0.000044","0.001260","0.000577","0.000020","0.000074","0.000010","0.000928",
"2260","0.000633","0.001270","0.000010","0.000239","0.000036","0.000046","0.001277","0.000564","0.000012","0.000062","0.000010","0.000943",
"2261","0.000632","0.001255","0.000010","0.000189","0.000012","0.000053","0.001253","0.000546","0.000010","0.000070","0.000010","0.000945",
"2262","0.000625","0.001273","0.000016","0.000201","0.000026","0.000046","0.001299","0.000558","0.000024","0.000063","0.000011","0.000940",
"2263","0.000615","0.001263","0.000011","0.000204","0.000010","0.000053","0.001306","0.000570","0.000010","0.000055","0.000010","0.000939",
"2264","0.000625","0.001266","0.000014","0.000193","0.000010","0.000051","0.001293","0.000554","0.000010","0.000054","0.000011","0.000937",
"2265","0.000604","0.001293","0.000016","0.000174","0.000012","0.000047","0.001273","0.000564","0.000017","0.000050","0.000010","0.000931",
"2266","0.000643","0.001294","0.000010","0.000159","0.000010","0.000055","0.001265","0.000565","0.000010","0.000055","0.000010","0.000908",
"2267","0.000631","0.001271","0.000013","0.000160","0.000010","0.000049","0.001261","0.000577","0.000031","0.000052","0.000010","0.000903",
"2268","0.000614","0.001298","0.000010","0.000150","0.000036","0.000046","0.001263","0.000580","0.000015","0.000061","0.000010","0.000895",
"2269","0.000587","0.001307","0.000010","0.000152","0.000046","0.000054","0.001264","0.000570","0.000010","0.000064","0.000014","0.000874",
"2270","0.000589","0.001315","0.000016","0.000139","0.000038","0.000045","0.001256","0.000566","0.000022","0.000068","0.000017","0.000872",
"2271","0.000593","0.001302","0.000010","0.000140","0.000045","0.000050","0.001230","0.000540","0.000010","0.000061","0.000010","0.000899",
"2272","0.000595","0.001334","0.000015","0.000134","0.000046","0.000041","0.001247","0.000543","0.000023","0.000064","0.000010","0.000914",
"2273","0.000596","0.001325","0.000011","0.000126","0.000038","0.000030","0.001238","0.000562","0.000022","0.000058","0.000010","0.000911",
"2274","0.000592","0.001342","0.000010","0.000118","0.000025","0.000043","0.001240","0.000587","0.000010","0.000053","0.000010","0.000899",
"2275","0.000567","0.001320","0.000016","0.000133","0.000027","0.000027","0.001235","0.000586","0.000029","0.000044","0.000014","0.000882",
"2276","0.000566","0.001342","0.000012","0.000126","0.000029","0.000021","0.001248","0.000598","0.000010","0.000035","0.000010","0.000859",
"2277","0.000559","0.001353","0.000011","0.000136","0.000010","0.000014","0.001252","0.000598","0.000010","0.000037","0.000010","0.000864",
"2278","0.000568","0.001354","0.000018","0.000123","0.000015","0.000010","0.001243","0.000595","0.000015","0.000036","0.000010","0.000875",
"2279","0.000592","0.001352","0.000010","0.000112","0.000010","0.000012","0.001240","0.000570","0.000010","0.000029","0.000010","0.000855",
"2280","0.000603","0.001362","0.000013","0.000126","0.000015","0.000025","0.001236","0.000574","0.000024","0.000033","0.000010","0.000855",
"2281","0.000583","0.001363","0.000010","0.000124","0.000035","0.000022","0.001256","0.000584","0.000011","0.000041","0.000010","0.000880",
"2282","0.000591","0.001360","0.000010","0.000125","0.000031","0.000028","0.001243","0.000596","0.000010","0.000054","0.000010","0.000899",
"2283","0.000593","0.001327","0.000014","0.000120","0.000035","0.000024","0.001262","0.000597","0.000021","0.000045","0.000010","0.000885",
"2284","0.000586","0.001317","0.000010","0.000134","0.000051","0.000033","0.001282","0.000602","0.000010","0.000039","0.000010","0.000896",
"2285","0.000564","0.001330","0.000013","0.000147","0.000039","0.000017","0.001266","0.000597","0.000011","0.000039","0.000010","0.000903",
"2286","0.000573","0.001306","0.000012","0.000137","0.000044","0.000013","0.001277","0.000586","0.000017","0.000038","0.000010","0.000910",
"2287","0.000555","0.001322","0.000010","0.000140","0.000042","0.000017","0.001281","0.000622","0.000010","0.000041","0.000010","0.000928",
"2288","0.000579","0.001321","0.000013","0.000124","0.000042","0.000011","0.001284","0.000644","0.000026","0.000049","0.000010","0.000919",
"2289","0.000590","0.001334","0.000010","0.000124","0.000027","0.000010","0.001304","0.000653","0.000010","0.000058","0.000010","0.000910",
"2290","0.000589","0.001354","0.000010","0.000128","0.000026","0.000018","0.001289","0.000652","0.000010","0.000065","0.000010","0.000897",
"2291","0.000608","0.001308","0.000016","0.000136","0.000030","0.000010","0.001288","0.000671","0.000015","0.000065","0.000013","0.000909",
"2292","0.000598","0.001314","0.000010","0.000152","0.000030","0.000022","0.001285","0.000679","0.000011","0.000067","0.000010","0.000910",
"2293","0.000613","0.001319","0.000014","0.000140","0.000039","0.000022","0.001307","0.000683","0.000018","0.000066","0.000010","0.000927",
"2294","0.000646","0.001322","0.000010","0.000141","0.000047","0.000021","0.001291","0.000694","0.000015","0.000073","0.000010","0.000910",
"2295","0.000631","0.001316","0.000010","0.000120","0.000049","0.000031","0.001290","0.000674","0.000010","0.000078","0.000010","0.000916",
"2296","0.000632","0.001329","0.000015","0.000116","0.000071","0.000028","0.001247","0.000650","0.000027","0.000085","0.000010","0.000923",
"2297","0.000658","0.001363","0.000011","0.000101","0.000071","0.000031","0.001258","0.000614","0.000010","0.000076","0.000010","0.000923",
"2298","0.000688","0.001365","0.000012","0.000094","0.000080","0.000029","0.001246","0.000616","0.000010","0.000070","0.000014","0.000908",
"2299","0.000676","0.001381","0.000016","0.000087","0.000095","0.000013","0.001254","0.000639","0.000017","0.000067","0.000010","0.000898",
"2300","0.000663","0.001367","0.000010","0.000098","0.000093","0.000021","0.001264","0.000655","0.000010","0.000072","0.000010","0.000915",
"2301","0.000673","0.001347","0.000012","0.000084","0.000075","0.000021","0.001272","0.000651","0.000030","0.000074","0.000010","0.000900",
"2302","0.000683","0.001322","0.000010","0.000106","0.000080","0.000021","0.001291","0.000656","0.000014","0.000076","0.000010","0.000913",
"2303","0.000665","0.001323","0.000010","0.000107","0.000110","0.000016","0.001294","0.000665","0.000010","0.000082","0.000010","0.000918",
"2304","0.000646","0.001356","0.000014","0.000134","0.000108","0.000011","0.001271","0.000676","0.000024","0.000084","0.000017","0.000908",
"2305","0.000686","0.001367","0.000010","0.000116","0.000112","0.000017","0.001265","0.000672","0.000010","0.000095","0.000010","0.000897",
"2306","0.000684","0.001379","0.000014","0.000116","0.000095","0.000011","0.001275","0.000668","0.000022","0.000093","0.000010","0.000907",
"2307","0.000679","0.001374","0.000011","0.000112","0.000094","0.000015","0.001271","0.000680","0.000025","0.000100","0.000010","0.000930",
"2308","0.000667","0.001359","0.000010","0.000111","0.000101","0.000020","0.001250","0.000718","0.000010","0.000105","0.000010","0.000940",
"2309","0.000690","0.001373","0.000014","0.000105","0.000111","0.000011","0.001269","0.000708","0.000032","0.000109","0.000013","0.000932",
"2310","0.000678","0.001371","0.000010","0.000087","0.000119","0.000010","0.001300","0.000718","0.000010","0.000114","0.000012","0.000939",
"2311","0.000688","0.001370","0.000010","0.000076","0.000117","0.000012","0.001287","0.000722","0.000010","0.000120","0.000012","0.000951",
"2312","0.000666","0.001374","0.000018","0.000082","0.000115","0.000010","0.001286","0.000722","0.000016","0.000123","0.000010","0.000944",
"2313","0.000674","0.001330","0.000010","0.000083","0.000096","0.000021","0.001254","0.000728","0.000010","0.000128","0.000010","0.000955",
"2314","0.000672","0.001306","0.000014","0.000097","0.000098","0.000034","0.001236","0.000730","0.000021","0.000110","0.000010","0.000964",
"2315","0.000697","0.001310","0.000010","0.000110","0.000120","0.000025","0.001243","0.000728","0.000011","0.000110","0.000010","0.000961",
"2316","0.000736","0.001299","0.000010","0.000127","0.000125","0.000032","0.001249","0.000700","0.000010","0.000098","0.000010","0.000976",
"2317","0.000758","0.001299","0.000015","0.000125","0.000117","0.000031","0.001243","0.000693","0.000022","0.000106","0.000010","0.000959",
"2318","0.000772","0.001288","0.000010","0.000115","0.000097","0.000045","0.001242","0.000672","0.000010","0.000093","0.000010","0.000931",
"2319","0.000791","0.001289","0.000014","0.000111","0.000113","0.000034","0.001225","0.000694","0.000010","0.000092","0.000010","0.000925",
"2320","0.000827","0.001299","0.000015","0.000101","0.000112","0.000029","0.001220","0.000696","0.000016","0.000097","0.000010","0.000930",
"2321","0.000806","0.001291","0.000010","0.000096","0.000121","0.000036","0.001203","0.000707","0.000010","0.000099","0.000010","0.000939",
"2322","0.000818","0.001298","0.000013","0.000106","0.000107","0.000037","0.001211","0.000719","0.000029","0.000089","0.000010","0.000943",
"2323","0.000809","0.001290","0.000010","0.000083","0.000109","0.000031","0.001194","0.000724","0.000013","0.000099","0.000010","0.000938",
"2324","0.000809","0.001270","0.000010","0.000073","0.000115","0.000039","0.001213","0.000745","0.000010","0.000095","0.000010","0.000939",
"2325","0.000825","0.001251","0.000016","0.000073","0.000092","0.000026","0.001233","0.000724","0.000020","0.000093","0.000010","0.000929",
"2326","0.000799","0.001241","0.000010","0.000087","0.000096","0.000032","0.001228","0.000718","0.000010","0.000090","0.000010","0.000929",
"2327","0.000784","0.001230","0.000015","0.000071","0.000106","0.000026","0.001250","0.000725","0.000023","0.000083","0.000010","0.000931",
"2328","0.000737","0.001246","0.000010","0.000051","0.000100","0.000024","0.001246","0.000711","0.000020","0.000075","0.000010","0.000923",
"2329","0.000721","0.001234","0.000010","0.000051","0.000101","0.000037","0.001240","0.000701","0.000010","0.000075","0.000010","0.000921",
"2330","0.000713","0.001243","0.000016","0.000054","0.000114","0.000029","0.001196","0.000687","0.000030","0.000079","0.000010","0.000937",
"2331","0.000688","0.001234","0.000011","0.000047","0.000122","0.000026","0.001177","0.000691","0.000010","0.000072","0.000010","0.000933",
"2332","0.000681","0.001240","0.000011","0.000046","0.000130","0.000023","0.001182","0.000698","0.000010","0.000080","0.000010","0.000936",
"2333","0.000656","0.001254","0.000017","0.000052","0.000134","0.000016","0.001182","0.000701","0.000017","0.000086","0.000010","0.000936",
"2334","0.000674","0.001268","0.000010","0.000039","0.000117","0.000021","0.001186","0.000716","0.000010","0.000090","0.000010","0.000934",
"2335","0.000687","0.001232","0.000012","0.000048","0.000108","0.000027","0.001189","0.000702","0.000027","0.000085","0.000010","0.000939",
"2336","0.000657","0.001234","0.000010","0.000049","0.000119","0.000022","0.001191","0.000693","0.000012","0.000083","0.000010","0.000944",
"2337","0.000688","0.001254","0.000010","0.000054","0.000127","0.000020","0.001185","0.000705","0.000010","0.000082","0.000010","0.000944",
"2338","0.000685","0.001244","0.000014","0.000051","0.000138","0.000018","0.001183","0.000720","0.000022","0.000081","0.000015","0.000935",
"2339","0.000726","0.001250","0.000010","0.000041","0.000122","0.000018","0.001174","0.000718","0.000010","0.000082","0.000011","0.000924",
"2340","0.000697","0.001226","0.000013","0.000031","0.000133","0.000010","0.001163","0.000744","0.000016","0.000076","0.000012","0.000936",
"2341","0.000692","0.001212","0.000011","0.000032","0.000127","0.000010","0.001156","0.000741","0.000021","0.000085","0.000010","0.000930",
"2342","0.000676","0.001190","0.000010","0.000039","0.000127","0.000010","0.001148","0.000738","0.000010","0.000083","0.000010","0.000920",
"2343","0.000662","0.001181","0.000013","0.000046","0.000109","0.000010","0.001149","0.000723","0.000029","0.000078","0.000010","0.000938",
"2344","0.000654","0.001208","0.000010","0.000030","0.000120","0.000010","0.001142","0.000713","0.000010","0.000073","0.000010","0.000923",
"2345","0.000646","0.001206","0.000010","0.000026","0.000116","0.000010","0.001130","0.000709","0.000010","0.000071","0.000013","0.000921",
"2346","0.000648","0.001213","0.000016","0.000020","0.000110","0.000010","0.001128","0.000714","0.000015","0.000066","0.000010","0.000915",
"2347","0.000622","0.001210","0.000010","0.000019","0.000103","0.000013","0.001142","0.000710","0.000011","0.000066","0.000010","0.000922",
"2348","0.000616","0.001224","0.000014","0.000031","0.000090","0.000016","0.001149","0.000710","0.000018","0.000059","0.000010","0.000921",
"2349","0.000611","0.001233","0.000010","0.000036","0.000097","0.000017","0.001163","0.000701","0.000012","0.000055","0.000010","0.000922",
"2350","0.000611","0.001207","0.000010","0.000022","0.000110","0.000025","0.001156","0.000711","0.000010","0.000049","0.000010","0.000932",
"2351","0.000599","0.001201","0.000015","0.000038","0.000125","0.000020","0.001148","0.000703","0.000024","0.000056","0.000017","0.000930",
"2352","0.000575","0.001220","0.000010","0.000027","0.000109","0.000029","0.001142","0.000713","0.000010","0.000049","0.000011","0.000941",
"2353","0.000587","0.001224","0.000013","0.000011","0.000125","0.000032","0.001148","0.000715","0.000010","0.000049","0.000010","0.000943",
"2354","0.000597","0.001248","0.000015","0.000020","0.000126","0.000023","0.001139","0.000724","0.000016","0.000046","0.000010","0.000939",
"2355","0.000606","0.001242","0.000010","0.000022","0.000134","0.000032","0.001140","0.000736","0.000010","0.000047","0.000010","0.000949",
"2356","0.000600","0.001234","0.000012","0.000010","0.000141","0.000026","0.001140","0.000714","0.000030","0.000050","0.000010","0.000958",
"2357","0.000584","0.001239","0.000010","0.000010","0.000131","0.000030","0.001148","0.000707","0.000014","0.000047","0.000010","0.000952",
"2358","0.000594","0.001207","0.000010","0.000010","0.000129","0.000036","0.001148","0.000699","0.000010","0.000040","0.000010","0.000966",
"2359","0.000593","0.001188","0.000014","0.000025","0.000104","0.000026","0.001134","0.000709","0.000022","0.000036","0.000011","0.000985",
